Month,Unit Qty,Country,vfd,cif,Imports Qty
201901,"NMB","Austria","2,511,892","2,574,059","42"
201901,"NMB","Belgium","1,886,314","1,963,103","53"
201901,"NMB","China","2,675,272","2,799,368","121"
201901,"NMB","Czechia","7,251,350","7,665,974","256"
201901,"NMB","Germany","16,902,288","17,320,488","308"
201901,"NMB","France","7,755,592","8,188,301","238"
201901,"NMB","United Kingdom","8,116,998","8,358,781","192"
201901,"NMB","Hungary","2,109,595","2,188,272","119"
201901,"NMB","India","74,627","77,164","4"
201901,"NMB","Italy","1,214,163","1,231,825","6"
201901,"NMB","Japan","55,090,051","57,068,626","2,120"
201901,"NMB","Korea, Republic of","17,649,866","18,411,672","775"
201901,"NMB","Mexico","55,420","57,471","2"
201901,"NMB","Netherlands","78,333","79,821","2"
201901,"NMB","Sweden","598,908","618,473","9"
201901,"NMB","Thailand","2,669,536","2,782,503","113"
201901,"NMB","United States of America","1,877,174","1,919,660","31"
201901,"NMB","South Africa","1,311,098","1,336,661","28"
201902,"NMB","Austria","2,159,767","2,215,597","37"
201902,"NMB","Belgium","1,449,187","1,526,607","36"
201902,"NMB","China","1,606,131","1,660,835","45"
201902,"NMB","Czechia","20,138,014","21,776,014","821"
201902,"NMB","Germany","16,137,390","16,569,264","296"
201902,"NMB","Spain","2,242,227","2,332,232","79"
201902,"NMB","France","38,538","39,547","1"
201902,"NMB","United Kingdom","9,792,097","10,137,937","309"
201902,"NMB","Hungary","923,880","958,902","52"
201902,"NMB","India","522,606","540,583","28"
201902,"NMB","Italy","3,971,739","4,053,634","35"
201902,"NMB","Japan","52,606,795","54,321,999","2,073"
201902,"NMB","Korea, Republic of","15,240,555","15,797,659","677"
201902,"NMB","Mexico","5,810,310","5,957,312","86"
201902,"NMB","Netherlands","336,469","342,746","8"
201902,"NMB","Sweden","130,486","134,788","2"
201902,"NMB","Thailand","11,437,550","11,681,579","449"
201902,"NMB","United States of America","3,028,519","3,074,383","39"
201902,"NMB","South Africa","1,063,669","1,085,139","27"
201903,"NMB","Austria","1,962,947","2,042,261","35"
201903,"NMB","Belgium","970,101","1,007,239","23"
201903,"NMB","China","1,284,336","1,340,864","46"
201903,"NMB","Czechia","7,949,851","8,704,921","332"
201903,"NMB","Germany","11,476,856","11,720,842","218"
201903,"NMB","Spain","1,494,096","1,549,133","57"
201903,"NMB","France","804,155","840,859","24"
201903,"NMB","United Kingdom","12,289,517","12,783,350","440"
201903,"NMB","Hungary","3,076,873","3,191,970","174"
201903,"NMB","Italy","303,397","312,375","5"
201903,"NMB","Japan","62,440,519","64,481,942","2,431"
201903,"NMB","Korea, Republic of","9,497,102","9,845,862","388"
201903,"NMB","Mexico","860,505","881,453","18"
201903,"NMB","Netherlands","376,850","383,832","9"
201903,"NMB","Sweden","129,626","133,881","2"
201903,"NMB","Thailand","10,297,213","10,584,489","407"
201903,"NMB","United States of America","2,646,216","2,687,049","33"
201903,"NMB","South Africa","1,462,853","1,486,805","39"
201904,"NMB","Austria","182,159","186,821","3"
201904,"NMB","Belgium","884,612","931,698","22"
201904,"NMB","China","1,474,214","1,536,393","32"
201904,"NMB","Czechia","5,124,303","5,565,131","219"
201904,"NMB","Germany","10,541,880","10,794,412","232"
201904,"NMB","Spain","4,497,229","4,724,480","160"
201904,"NMB","France","2,775,181","2,914,721","89"
201904,"NMB","United Kingdom","5,662,871","5,821,038","116"
201904,"NMB","Hungary","213,658","221,671","12"
201904,"NMB","Italy","919,667","932,067","5"
201904,"NMB","Japan","56,784,972","58,776,529","2,175"
201904,"NMB","Korea, Republic of","16,862,534","17,589,416","842"
201904,"NMB","Mexico","4,115,840","4,210,612","108"
201904,"NMB","Sweden","67,127","69,301","1"
201904,"NMB","Thailand","4,230,605","4,407,170","180"
201904,"NMB","United States of America","2,479,420","2,514,844","27"
201904,"NMB","South Africa","245,954","250,872","8"
201905,"NMB","Austria","917,895","943,591","17"
201905,"NMB","Belgium","1,062,571","1,116,919","27"
201905,"NMB","China","3,350,909","3,496,073","111"
201905,"NMB","Czechia","5,488,347","5,821,416","239"
201905,"NMB","Germany","19,622,492","20,149,630","430"
201905,"NMB","Spain","2,093,228","2,177,797","72"
201905,"NMB","France","2,287,932","2,388,327","62"
201905,"NMB","United Kingdom","9,389,855","9,772,522","348"
201905,"NMB","Hungary","1,278,970","1,326,617","72"
201905,"NMB","India","1,158,833","1,207,974","44"
201905,"NMB","Italy","1,873,738","1,894,311","9"
201905,"NMB","Japan","35,171,648","36,349,253","1,393"
201905,"NMB","Korea, Republic of","16,311,851","17,022,058","754"
201905,"NMB","Mexico","629,259","649,156","25"
201905,"NMB","Netherlands","158,277","161,143","4"
201905,"NMB","Slovakia","84,617","86,164","1"
201905,"NMB","Thailand","22,568,862","23,198,553","908"
201905,"NMB","United States of America","2,301,775","2,337,121","30"
201905,"NMB","South Africa","3,704,780","3,733,041","50"
201906,"NMB","Austria","120,212","122,248","2"
201906,"NMB","Belgium","2,803,224","2,878,175","59"
201906,"NMB","China","2,140,994","2,243,871","81"
201906,"NMB","Czechia","4,133,781","4,393,911","160"
